股票代码,股票简称,纳入时间,申万3级,l3_index_code
003008.SZ,开普检测,2021-12-13,检测服务,852182.SI
300012.SZ,华测检测,2021-12-13,检测服务,852182.SI
300215.SZ,电科院,2021-12-13,检测服务,852182.SI
300887.SZ,谱尼测试,2021-12-13,检测服务,852182.SI
300938.SZ,信测标准,2021-12-13,检测服务,852182.SI
603060.SH,国检集团,2021-12-13,检测服务,852182.SI
603183.SH,建研院,2021-12-13,检测服务,852182.SI
301228.SZ,实朴检测,2022-01-28,检测服务,852182.SI
301289.SZ,国缆检测,2022-06-22,检测服务,852182.SI
300416.SZ,苏试试验,2022-08-01,检测服务,852182.SI
300797.SZ,钢研纳克,2022-08-01,检测服务,852182.SI
301115.SZ,联检科技,2022-08-31,检测服务,852182.SI
688334.SH,西高院,2023-06-19,检测服务,852182.SI
002057.SZ,中钢天源,2023-07-06,检测服务,852182.SI
301508.SZ,中机认检,2023-12-01,检测服务,852182.SI
688757.SH,胜科纳米,2025-03-25,检测服务,852182.SI
301632.SZ,广东建科,2025-08-12,检测服务,852182.SI
301449.SZ,天溯计量,2025-12-23,检测服务,852182.SI
002967.SZ,广电计量,2021-12-13,检测服务,852182.SI
