股票代码,股票简称,纳入时间,申万3级,l3_index_code
002760.SZ,凤形股份,2021-12-13,磨具磨料,850713.SI
300179.SZ,四方达,2021-12-13,磨具磨料,850713.SI
300554.SZ,三超新材,2021-12-13,磨具磨料,850713.SI
300606.SZ,金太阳,2021-12-13,磨具磨料,850713.SI
300700.SZ,岱勒新材,2021-12-13,磨具磨料,850713.SI
300818.SZ,耐普矿机,2021-12-13,磨具磨料,850713.SI
300861.SZ,美畅股份,2021-12-13,磨具磨料,850713.SI
600172.SH,黄河旋风,2021-12-13,磨具磨料,850713.SI
688028.SH,沃尔德,2021-12-13,磨具磨料,850713.SI
002046.SZ,国机精工,2022-08-01,磨具磨料,850713.SI
600783.SH,鲁信创投,2022-08-01,磨具磨料,850713.SI
002282.SZ,博深股份,2021-12-13,磨具磨料,850713.SI
