股票代码,股票简称,纳入时间,申万3级,l3_index_code
002006.SZ,精工科技,2021-12-13,其他专用设备,850727.SI
002009.SZ,天奇股份,2021-12-13,其他专用设备,850727.SI
002031.SZ,巨轮智能,2021-12-13,其他专用设备,850727.SI
002073.SZ,软控股份,2021-12-13,其他专用设备,850727.SI
002337.SZ,赛象科技,2021-12-13,其他专用设备,850727.SI
002529.SZ,海源复材,2021-12-13,其他专用设备,850727.SI
002595.SZ,豪迈科技,2021-12-13,其他专用设备,850727.SI
002690.SZ,美亚光电,2021-12-13,其他专用设备,850727.SI
002757.SZ,南兴股份,2021-12-13,其他专用设备,850727.SI
002779.SZ,中坚科技,2021-12-13,其他专用设备,850727.SI
002786.SZ,银宝山新,2021-12-13,其他专用设备,850727.SI
002816.SZ,*ST和科,2021-12-13,其他专用设备,850727.SI
002833.SZ,弘亚数控,2021-12-13,其他专用设备,850727.SI
002837.SZ,英维克,2021-12-13,其他专用设备,850727.SI
300004.SZ,南风股份,2021-12-13,其他专用设备,850727.SI
300103.SZ,达刚控股,2021-12-13,其他专用设备,850727.SI
300151.SZ,昌红科技,2021-12-13,其他专用设备,850727.SI
300281.SZ,金明精机,2021-12-13,其他专用设备,850727.SI
300293.SZ,蓝英装备,2021-12-13,其他专用设备,850727.SI
300382.SZ,斯莱克,2021-12-13,其他专用设备,850727.SI
300411.SZ,金盾股份,2021-12-13,其他专用设备,850727.SI
300412.SZ,迦南科技,2021-12-13,其他专用设备,850727.SI
300415.SZ,伊之密,2021-12-13,其他专用设备,850727.SI
300471.SZ,厚普股份,2021-12-13,其他专用设备,850727.SI
300472.SZ,ST新元,2021-12-13,其他专用设备,850727.SI
300499.SZ,高澜股份,2021-12-13,其他专用设备,850727.SI
300540.SZ,蜀道装备,2021-12-13,其他专用设备,850727.SI
300549.SZ,优德精密,2021-12-13,其他专用设备,850727.SI
300813.SZ,泰林生物,2021-12-13,其他专用设备,850727.SI
300823.SZ,建科智能,2021-12-13,其他专用设备,850727.SI
300833.SZ,浩洋股份,2021-12-13,其他专用设备,850727.SI
300836.SZ,佰奥智能,2021-12-13,其他专用设备,850727.SI
300902.SZ,国安达,2021-12-13,其他专用设备,850727.SI
300971.SZ,博亚精工,2021-12-13,其他专用设备,850727.SI
300988.SZ,津荣天宇,2021-12-13,其他专用设备,850727.SI
301013.SZ,利和兴,2021-12-13,其他专用设备,850727.SI
301083.SZ,百胜智能,2021-12-13,其他专用设备,850727.SI
301128.SZ,强瑞技术,2021-12-13,其他专用设备,850727.SI
600444.SH,国机通用,2021-12-13,其他专用设备,850727.SI
600499.SH,科达制造,2021-12-13,其他专用设备,850727.SI
600501.SH,航天晨光,2021-12-13,其他专用设备,850727.SI
600520.SH,三佳科技,2021-12-13,其他专用设备,850727.SI
600579.SH,中化装备,2021-12-13,其他专用设备,850727.SI
603011.SH,合锻智能,2021-12-13,其他专用设备,850727.SI
603076.SH,乐惠国际,2021-12-13,其他专用设备,850727.SI
603159.SH,上海亚虹,2021-12-13,其他专用设备,850727.SI
603289.SH,泰瑞机器,2021-12-13,其他专用设备,850727.SI
603656.SH,泰禾智能,2021-12-13,其他专用设备,850727.SI
603855.SH,华荣股份,2021-12-13,其他专用设备,850727.SI
603895.SH,天永智能,2021-12-13,其他专用设备,850727.SI
603956.SH,威派格,2021-12-13,其他专用设备,850727.SI
605259.SH,绿田机械,2021-12-13,其他专用设备,850727.SI
688022.SH,ST瀚川,2021-12-13,其他专用设备,850727.SI
688071.SH,华依科技,2021-12-13,其他专用设备,850727.SI
688092.SH,爱科科技,2021-12-13,其他专用设备,850727.SI
688113.SH,联测科技,2021-12-13,其他专用设备,850727.SI
688128.SH,中国电研,2021-12-13,其他专用设备,850727.SI
688211.SH,中科微至,2021-12-13,其他专用设备,850727.SI
688312.SH,燕麦科技,2021-12-13,其他专用设备,850727.SI
688328.SH,深科达,2021-12-13,其他专用设备,850727.SI
688383.SH,新益昌,2021-12-13,其他专用设备,850727.SI
688529.SH,豪森智能,2021-12-13,其他专用设备,850727.SI
688596.SH,正帆科技,2021-12-13,其他专用设备,850727.SI
688630.SH,芯碁微装,2021-12-13,其他专用设备,850727.SI
688700.SH,东威科技,2021-12-13,其他专用设备,850727.SI
301200.SZ,大族数控,2022-02-28,其他专用设备,850727.SI
688400.SH,凌云光,2022-07-12,其他专用设备,850727.SI
300756.SZ,金马游乐,2022-08-01,其他专用设备,850727.SI
688162.SH,巨一科技,2022-08-01,其他专用设备,850727.SI
301338.SZ,凯格精机,2022-08-16,其他专用设备,850727.SI
603081.SH,大丰实业,2022-08-16,其他专用设备,850727.SI
688531.SH,日联科技,2023-03-31,其他专用设备,850727.SI
688648.SH,中邮科技,2023-11-13,其他专用设备,850727.SI
301392.SZ,汇成真空,2024-06-05,其他专用设备,850727.SI
002530.SZ,金财互联,2024-07-31,其他专用设备,850727.SI
301598.SZ,博科测试,2024-12-20,其他专用设备,850727.SI
001395.SZ,亚联机械,2025-01-27,其他专用设备,850727.SI
001400.SZ,江顺科技,2025-04-24,其他专用设备,850727.SI
688813.SH,泰金新能,2026-03-31,其他专用设备,850727.SI
000856.SZ,冀东装备,2021-12-13,其他专用设备,850727.SI
