股票代码,股票简称,纳入时间,申万3级,l3_index_code
002853.SZ,皮阿诺,2021-12-13,定制家居,851438.SI
300616.SZ,尚品宅配,2021-12-13,定制家居,851438.SI
300749.SZ,顶固集创,2021-12-13,定制家居,851438.SI
603180.SH,金牌家居,2021-12-13,定制家居,851438.SI
603208.SH,江山欧派,2021-12-13,定制家居,851438.SI
603326.SH,我乐家居,2021-12-13,定制家居,851438.SI
603801.SH,志邦家居,2021-12-13,定制家居,851438.SI
603833.SH,欧派家居,2021-12-13,定制家居,851438.SI
603898.SH,好莱客,2021-12-13,定制家居,851438.SI
605268.SH,王力安防,2021-12-13,定制家居,851438.SI
603216.SH,梦天家居,2021-12-15,定制家居,851438.SI
301227.SZ,森鹰窗业,2022-09-26,定制家居,851438.SI
002572.SZ,索菲亚,2021-12-13,定制家居,851438.SI
