股票代码,股票简称,纳入时间,申万3级,l3_index_code
000548.SZ,湖南投资,2021-12-13,高速公路,851731.SI
000755.SZ,山西高速,2021-12-13,高速公路,851731.SI
000828.SZ,东莞控股,2021-12-13,高速公路,851731.SI
000900.SZ,现代投资,2021-12-13,高速公路,851731.SI
001965.SZ,招商公路,2021-12-13,高速公路,851731.SI
600012.SH,皖通高速,2021-12-13,高速公路,851731.SI
600020.SH,中原高速,2021-12-13,高速公路,851731.SI
600033.SH,福建高速,2021-12-13,高速公路,851731.SI
600035.SH,楚天高速,2021-12-13,高速公路,851731.SI
600106.SH,重庆路桥,2021-12-13,高速公路,851731.SI
600269.SH,赣粤高速,2021-12-13,高速公路,851731.SI
600350.SH,山东高速,2021-12-13,高速公路,851731.SI
600368.SH,五洲交通,2021-12-13,高速公路,851731.SI
600377.SH,宁沪高速,2021-12-13,高速公路,851731.SI
600548.SH,深高速,2021-12-13,高速公路,851731.SI
601107.SH,四川成渝,2021-12-13,高速公路,851731.SI
601188.SH,龙江交通,2021-12-13,高速公路,851731.SI
601518.SH,吉林高速,2021-12-13,高速公路,851731.SI
000886.SZ,海南高速,2025-08-13,高速公路,851731.SI
000429.SZ,粤高速A,2021-12-13,高速公路,851731.SI
