股票代码,股票简称,纳入时间,申万3级,l3_index_code
002678.SZ,珠江钢琴,2021-12-13,娱乐用品,851452.SI
002862.SZ,实丰文化,2021-12-13,娱乐用品,851452.SI
002899.SZ,英派斯,2021-12-13,娱乐用品,851452.SI
300329.SZ,海伦钢琴,2021-12-13,娱乐用品,851452.SI
605080.SH,浙江自然,2021-12-13,娱乐用品,851452.SI
605299.SH,舒华体育,2021-12-13,娱乐用品,851452.SI
301011.SZ,华立科技,2022-08-01,娱乐用品,851452.SI
001222.SZ,源飞宠物,2022-08-18,娱乐用品,851452.SI
001238.SZ,浙江正特,2022-09-19,娱乐用品,851452.SI
001300.SZ,三柏硕,2022-10-19,娱乐用品,851452.SI
301335.SZ,天元宠物,2022-11-18,娱乐用品,851452.SI
001368.SZ,通达创智,2023-03-13,娱乐用品,851452.SI
301287.SZ,康力源,2023-06-15,娱乐用品,851452.SI
300651.SZ,金陵体育,2023-07-06,娱乐用品,851452.SI
002348.SZ,高乐股份,2021-12-13,娱乐用品,851452.SI
