股票代码,股票简称,纳入时间,申万3级,l3_index_code
000586.SZ,汇源通信,2021-12-13,通信线缆及配套,851025.SI
002491.SZ,通鼎互联,2021-12-13,通信线缆及配套,851025.SI
300563.SZ,神宇股份,2021-12-13,通信线缆及配套,851025.SI
300913.SZ,兆龙互连,2021-12-13,通信线缆及配套,851025.SI
600105.SH,永鼎股份,2021-12-13,通信线缆及配套,851025.SI
600487.SH,亨通光电,2021-12-13,通信线缆及配套,851025.SI
600522.SH,中天科技,2021-12-13,通信线缆及配套,851025.SI
601869.SH,长飞光纤,2021-12-13,通信线缆及配套,851025.SI
603042.SH,华脉科技,2021-12-13,通信线缆及配套,851025.SI
688143.SH,长盈通,2022-12-12,通信线缆及配套,851025.SI
688635.SH,长进光子,2026-05-27,通信线缆及配套,851025.SI
000070.SZ,特发信息,2021-12-13,通信线缆及配套,851025.SI
