股票代码,股票简称,纳入时间,申万3级,l3_index_code
000826.SZ,*ST启环,2021-12-13,综合环境治理,859714.SI
002887.SZ,绿茵生态,2021-12-13,综合环境治理,859714.SI
300152.SZ,*ST动力,2021-12-13,综合环境治理,859714.SI
300190.SZ,维尔利,2021-12-13,综合环境治理,859714.SI
300864.SZ,南大环境,2021-12-13,综合环境治理,859714.SI
300958.SZ,建工修复,2021-12-13,综合环境治理,859714.SI
605069.SH,正和生态,2021-12-13,综合环境治理,859714.SI
688701.SH,卓锦股份,2021-12-13,综合环境治理,859714.SI
301259.SZ,艾布鲁,2022-04-26,综合环境治理,859714.SI
000711.SZ,京蓝科技,2022-08-01,综合环境治理,859714.SI
300187.SZ,永清环保,2022-08-01,综合环境治理,859714.SI
688480.SH,赛恩斯,2022-11-25,综合环境治理,859714.SI
603686.SH,福龙马,2024-07-31,综合环境治理,859714.SI
600133.SH,东湖高新,2025-01-13,综合环境治理,859714.SI
000068.SZ,华控赛格,2021-12-13,综合环境治理,859714.SI
