股票代码,股票简称,纳入时间,申万3级,l3_index_code
002409.SZ,雅克科技,2021-12-13,半导体材料,850813.SI
003026.SZ,中晶科技,2021-12-13,半导体材料,850813.SI
300666.SZ,江丰电子,2021-12-13,半导体材料,850813.SI
300706.SZ,阿石创,2021-12-13,半导体材料,850813.SI
600206.SH,有研新材,2021-12-13,半导体材料,850813.SI
605358.SH,立昂微,2021-12-13,半导体材料,850813.SI
688126.SH,沪硅产业,2021-12-13,半导体材料,850813.SI
688138.SH,清溢光电,2021-12-13,半导体材料,850813.SI
688233.SH,神工股份,2021-12-13,半导体材料,850813.SI
688234.SH,天岳先进,2022-01-12,半导体材料,850813.SI
688661.SH,和林微纳,2022-08-05,半导体材料,850813.SI
688401.SH,路维光电,2022-08-17,半导体材料,850813.SI
688432.SH,有研硅,2022-11-10,半导体材料,850813.SI
688535.SH,华海诚科,2023-04-04,半导体材料,850813.SI
688146.SH,中船特气,2023-04-21,半导体材料,850813.SI
688720.SH,艾森股份,2023-12-06,半导体材料,850813.SI
688584.SH,上海合晶,2024-02-08,半导体材料,850813.SI
688530.SH,欧莱新材,2024-05-10,半导体材料,850813.SI
688721.SH,龙图光罩,2024-08-06,半导体材料,850813.SI
301611.SZ,珂玛科技,2024-08-16,半导体材料,850813.SI
301678.SZ,新恒汇,2025-06-20,半导体材料,850813.SI
688783.SH,西安奕材,2025-10-28,半导体材料,850813.SI
688727.SH,恒坤新材,2025-11-18,半导体材料,850813.SI
688797.SH,臻宝科技,2026-06-24,半导体材料,850813.SI
600641.SH,先导基电,2026-07-02,半导体材料,850813.SI
002119.SZ,康强电子,2021-12-13,半导体材料,850813.SI
