股票代码,股票简称,纳入时间,申万3级,l3_index_code
300057.SZ,万顺新材,2010-01-08,铝,850551.SI
603271.SH,永杰新材,2025-02-21,铝,850551.SI
601388.SH,怡球资源,2012-04-09,铝,850551.SI
300328.SZ,宜安科技,2022-07-29,铝,850551.SI
002160.SZ,常铝股份,2007-08-20,铝,850551.SI
603937.SH,丽岛新材,2021-07-30,铝,850551.SI
600888.SH,新疆众和,1996-02-15,铝,850551.SI
002988.SZ,豪美新材,2020-05-06,铝,850551.SI
601677.SH,明泰铝业,2011-09-06,铝,850551.SI
600615.SH,鑫源智造,2022-07-29,铝,850551.SI
601600.SH,中国铝业,2007-04-30,铝,850551.SI
002540.SZ,亚太科技,2011-01-06,铝,850551.SI
002824.SZ,和胜股份,2016-12-26,铝,850551.SI
600768.SH,富邦新材,1996-11-11,铝,850551.SI
002501.SZ,*ST利源,2010-11-03,铝,850551.SI
600361.SH,创新新材,2023-07-04,铝,850551.SI
000807.SZ,云铝股份,1998-04-08,铝,850551.SI
300337.SZ,银邦股份,2012-07-10,铝,850551.SI
605208.SH,永茂泰,2021-02-19,铝,850551.SI
002578.SZ,闽发铝业,2011-04-20,铝,850551.SI
002532.SZ,天山铝业,2021-07-30,铝,850551.SI
000612.SZ,焦作万方,1996-09-26,铝,850551.SI
600219.SH,南山铝业,1999-12-23,铝,850551.SI
601702.SH,华峰铝业,2020-08-21,铝,850551.SI
000933.SZ,神火股份,2018-06-19,铝,850551.SI
003038.SZ,鑫铂股份,2021-01-29,铝,850551.SI
603876.SH,鼎胜新材,2018-04-03,铝,850551.SI
002996.SZ,顺博合金,2020-08-14,铝,850551.SI
600595.SH,中孚实业,2002-06-26,铝,850551.SI
002379.SZ,宏桥控股,2010-03-12,铝,850551.SI
