股票代码,股票简称,纳入时间,申万3级,l3_index_code
000862.SZ,银星能源,2021-12-13,风力发电,851617.SI
600163.SH,中闽能源,2021-12-13,风力发电,851617.SI
600905.SH,三峡能源,2021-12-13,风力发电,851617.SI
600956.SH,新天绿能,2021-12-13,风力发电,851617.SI
601016.SH,节能风电,2021-12-13,风力发电,851617.SI
601619.SH,嘉泽新能,2021-12-13,风力发电,851617.SI
603693.SH,江苏新能,2021-12-13,风力发电,851617.SI
001289.SZ,龙源电力,2022-02-09,风力发电,851617.SI
001258.SZ,立新能源,2022-07-27,风力发电,851617.SI
000537.SZ,绿发电力,2022-08-29,风力发电,851617.SI
000507.SZ,珠海港,2023-07-06,风力发电,851617.SI
002053.SZ,云南能投,2024-12-09,风力发电,851617.SI
600930.SH,华电新能,2025-07-16,风力发电,851617.SI
000595.SZ,新能股份,2026-07-02,风力发电,851617.SI
001248.SZ,华润新能,2026-07-02,风力发电,851617.SI
000155.SZ,川能动力,2021-12-13,风力发电,851617.SI
