股票代码,股票简称,纳入时间,申万3级,l3_index_code
301061.SZ,匠心家居,2021-12-13,成品家居,851437.SI
600337.SH,ST美克,2021-12-13,成品家居,851437.SI
603008.SH,ST喜临门,2021-12-13,成品家居,851437.SI
603313.SH,梦百合,2021-12-13,成品家居,851437.SI
603389.SH,亚振家居,2021-12-13,成品家居,851437.SI
603600.SH,永艺股份,2021-12-13,成品家居,851437.SI
603610.SH,麒盛科技,2021-12-13,成品家居,851437.SI
603661.SH,恒林股份,2021-12-13,成品家居,851437.SI
603709.SH,中源家居,2021-12-13,成品家居,851437.SI
603816.SH,顾家家居,2021-12-13,成品家居,851437.SI
603818.SH,曲美家居,2021-12-13,成品家居,851437.SI
603848.SH,好太太,2021-12-13,成品家居,851437.SI
001323.SZ,慕思股份,2022-08-09,成品家居,851437.SI
301336.SZ,趣睡科技,2022-08-12,成品家居,851437.SI
301376.SZ,致欧科技,2023-06-21,成品家居,851437.SI
002489.SZ,浙江永强,2021-12-13,成品家居,851437.SI
