股票代码,股票简称,纳入时间,申万3级,l3_index_code
002061.SZ,浙江交科,2021-12-13,基建市政工程,857236.SI
002062.SZ,宏润建设,2021-12-13,基建市政工程,857236.SI
002307.SZ,北新路桥,2021-12-13,基建市政工程,857236.SI
002586.SZ,围海股份,2021-12-13,基建市政工程,857236.SI
002628.SZ,成都路桥,2021-12-13,基建市政工程,857236.SI
002941.SZ,新疆交建,2021-12-13,基建市政工程,857236.SI
300982.SZ,苏文电能,2021-12-13,基建市政工程,857236.SI
600039.SH,四川路桥,2021-12-13,基建市政工程,857236.SI
600284.SH,浦东建设,2021-12-13,基建市政工程,857236.SI
600512.SH,腾达建设,2021-12-13,基建市政工程,857236.SI
600820.SH,隧道股份,2021-12-13,基建市政工程,857236.SI
600853.SH,龙建股份,2021-12-13,基建市政工程,857236.SI
601186.SH,中国铁建,2021-12-13,基建市政工程,857236.SI
601390.SH,中国中铁,2021-12-13,基建市政工程,857236.SI
601611.SH,中国核建,2021-12-13,基建市政工程,857236.SI
601669.SH,中国电建,2021-12-13,基建市政工程,857236.SI
601800.SH,中国交建,2021-12-13,基建市政工程,857236.SI
601868.SH,中国能建,2021-12-13,基建市政工程,857236.SI
603815.SH,交建股份,2021-12-13,基建市政工程,857236.SI
603843.SH,*ST正平,2021-12-13,基建市政工程,857236.SI
603176.SH,汇通集团,2021-12-31,基建市政工程,857236.SI
600502.SH,安徽建工,2022-08-01,基建市政工程,857236.SI
001396.SZ,誉帆科技,2025-12-30,基建市政工程,857236.SI
002060.SZ,广东建工,2026-07-02,基建市政工程,857236.SI
000498.SZ,山东路桥,2021-12-13,基建市政工程,857236.SI
