股票代码,股票简称,纳入时间,申万3级,l3_index_code
300077.SZ,国民技术,2021-12-13,数字芯片设计,850814.SI
300223.SZ,君正股份,2021-12-13,数字芯片设计,850814.SI
300327.SZ,中颖电子,2021-12-13,数字芯片设计,850814.SI
300458.SZ,全志科技,2021-12-13,数字芯片设计,850814.SI
300613.SZ,富瀚微,2021-12-13,数字芯片设计,850814.SI
300672.SZ,国科微,2021-12-13,数字芯片设计,850814.SI
603501.SH,豪威集团,2021-12-13,数字芯片设计,850814.SI
603893.SH,瑞芯微,2021-12-13,数字芯片设计,850814.SI
603986.SH,兆易创新,2021-12-13,数字芯片设计,850814.SI
688008.SH,澜起科技,2021-12-13,数字芯片设计,850814.SI
688018.SH,乐鑫科技,2021-12-13,数字芯片设计,850814.SI
688049.SH,炬芯科技,2021-12-13,数字芯片设计,850814.SI
688099.SH,晶晨股份,2021-12-13,数字芯片设计,850814.SI
688107.SH,安路科技,2021-12-13,数字芯片设计,850814.SI
688110.SH,东芯股份,2021-12-13,数字芯片设计,850814.SI
688123.SH,聚辰股份,2021-12-13,数字芯片设计,850814.SI
688256.SH,寒武纪,2021-12-13,数字芯片设计,850814.SI
688385.SH,复旦微电,2021-12-13,数字芯片设计,850814.SI
688521.SH,芯原股份,2021-12-13,数字芯片设计,850814.SI
688589.SH,力合微,2021-12-13,数字芯片设计,850814.SI
688608.SH,恒玄科技,2021-12-13,数字芯片设计,850814.SI
688728.SH,格科微,2021-12-13,数字芯片设计,850814.SI
688766.SH,普冉股份,2021-12-13,数字芯片设计,850814.SI
688262.SH,国芯科技,2022-01-06,数字芯片设计,850814.SI
688259.SH,创耀科技,2022-01-12,数字芯片设计,850814.SI
688279.SH,峰岹科技,2022-04-20,数字芯片设计,850814.SI
688213.SH,思特威-W,2022-05-20,数字芯片设计,850814.SI
688047.SH,龙芯中科,2022-06-24,数字芯片设计,850814.SI
688332.SH,中科蓝讯,2022-07-15,数字芯片设计,850814.SI
688595.SH,芯海科技,2022-08-01,数字芯片设计,850814.SI
301308.SZ,江波龙,2022-08-05,数字芯片设计,850814.SI
688380.SH,中微半导,2022-08-05,数字芯片设计,850814.SI
688041.SH,海光信息,2022-08-12,数字芯片设计,850814.SI
688416.SH,恒烁股份,2022-08-29,数字芯片设计,850814.SI
688252.SH,天德钰,2022-09-27,数字芯片设计,850814.SI
688525.SH,佰维存储,2022-12-30,数字芯片设计,850814.SI
688486.SH,龙迅股份,2023-02-21,数字芯片设计,850814.SI
688593.SH,新相微,2023-06-01,数字芯片设计,850814.SI
688620.SH,安凯微,2023-06-27,数字芯片设计,850814.SI
002213.SZ,大为股份,2023-07-06,数字芯片设计,850814.SI
688591.SH,泰凌微,2023-08-25,数字芯片设计,850814.SI
688702.SH,盛科通信,2023-09-14,数字芯片设计,850814.SI
688709.SH,成都华微,2024-02-07,数字芯片设计,850814.SI
301536.SZ,星宸科技,2024-03-28,数字芯片设计,850814.SI
001309.SZ,德明利,2024-07-31,数字芯片设计,850814.SI
300053.SZ,航宇微,2024-07-31,数字芯片设计,850814.SI
688449.SH,联芸科技,2024-11-29,数字芯片设计,850814.SI
688795.SH,摩尔线程,2025-12-05,数字芯片设计,850814.SI
688802.SH,沐曦股份,2025-12-17,数字芯片设计,850814.SI
688807.SH,优迅股份,2025-12-19,数字芯片设计,850814.SI
301666.SZ,大普微-U,2026-04-16,数字芯片设计,850814.SI
603316.SH,诚邦股份,2026-07-02,数字芯片设计,850814.SI
688825.SH,长鑫科技,2026-07-27,数字芯片设计,850814.SI
002049.SZ,紫光国微,2021-12-13,数字芯片设计,850814.SI
