股票代码,股票简称,纳入时间,申万3级,l3_index_code
002936.SZ,郑州银行,2021-12-13,城商行Ⅲ,857841.SI
002948.SZ,青岛银行,2021-12-13,城商行Ⅲ,857841.SI
002966.SZ,苏州银行,2021-12-13,城商行Ⅲ,857841.SI
600919.SH,江苏银行,2021-12-13,城商行Ⅲ,857841.SI
600926.SH,杭州银行,2021-12-13,城商行Ⅲ,857841.SI
600928.SH,西安银行,2021-12-13,城商行Ⅲ,857841.SI
601009.SH,南京银行,2021-12-13,城商行Ⅲ,857841.SI
601169.SH,北京银行,2021-12-13,城商行Ⅲ,857841.SI
601187.SH,厦门银行,2021-12-13,城商行Ⅲ,857841.SI
601229.SH,上海银行,2021-12-13,城商行Ⅲ,857841.SI
601577.SH,长沙银行,2021-12-13,城商行Ⅲ,857841.SI
601665.SH,齐鲁银行,2021-12-13,城商行Ⅲ,857841.SI
601838.SH,成都银行,2021-12-13,城商行Ⅲ,857841.SI
601963.SH,重庆银行,2021-12-13,城商行Ⅲ,857841.SI
601997.SH,贵阳银行,2021-12-13,城商行Ⅲ,857841.SI
001227.SZ,兰州银行,2022-01-17,城商行Ⅲ,857841.SI
002142.SZ,宁波银行,2021-12-13,城商行Ⅲ,857841.SI
