股票代码,股票简称,纳入时间,申万3级,l3_index_code
002507.SZ,涪陵榨菜,2021-12-13,调味发酵品Ⅲ,851242.SI
002650.SZ,ST加加,2021-12-13,调味发酵品Ⅲ,851242.SI
300908.SZ,仲景食品,2021-12-13,调味发酵品Ⅲ,851242.SI
600186.SH,莲花控股,2021-12-13,调味发酵品Ⅲ,851242.SI
600298.SH,安琪酵母,2021-12-13,调味发酵品Ⅲ,851242.SI
600305.SH,恒顺醋业,2021-12-13,调味发酵品Ⅲ,851242.SI
600872.SH,中炬高新,2021-12-13,调味发酵品Ⅲ,851242.SI
603027.SH,千禾味业,2021-12-13,调味发酵品Ⅲ,851242.SI
603288.SH,海天味业,2021-12-13,调味发酵品Ⅲ,851242.SI
603317.SH,天味食品,2021-12-13,调味发酵品Ⅲ,851242.SI
603696.SH,安记食品,2021-12-13,调味发酵品Ⅲ,851242.SI
603755.SH,日辰股份,2021-12-13,调味发酵品Ⅲ,851242.SI
603170.SH,宝立食品,2022-07-15,调味发酵品Ⅲ,851242.SI
002495.SZ,佳隆股份,2021-12-13,调味发酵品Ⅲ,851242.SI
