股票代码,股票简称,纳入时间,申万3级,l3_index_code
000582.SZ,北部湾港,2021-12-13,港口,851711.SI
000905.SZ,厦门港务,2021-12-13,港口,851711.SI
001872.SZ,招商港口,2021-12-13,港口,851711.SI
002040.SZ,南京港,2021-12-13,港口,851711.SI
600017.SH,日照港,2021-12-13,港口,851711.SI
600018.SH,上港集团,2021-12-13,港口,851711.SI
600279.SH,重庆港,2021-12-13,港口,851711.SI
600717.SH,天津港,2021-12-13,港口,851711.SI
601000.SH,唐山港,2021-12-13,港口,851711.SI
601008.SH,连云港,2021-12-13,港口,851711.SI
601018.SH,宁波港,2021-12-13,港口,851711.SI
601228.SH,广州港,2021-12-13,港口,851711.SI
601298.SH,青岛港,2021-12-13,港口,851711.SI
601326.SH,秦港股份,2021-12-13,港口,851711.SI
601880.SH,辽港股份,2021-12-13,港口,851711.SI
000088.SZ,盐田港,2021-12-13,港口,851711.SI
