股票代码,股票简称,纳入时间,申万3级,l3_index_code
002551.SZ,尚荣医疗,2021-12-13,医疗耗材,851533.SI
002901.SZ,大博医疗,2021-12-13,医疗耗材,851533.SI
002950.SZ,奥美医疗,2021-12-13,医疗耗材,851533.SI
300003.SZ,乐普医疗,2021-12-13,医疗耗材,851533.SI
300238.SZ,冠昊生物,2021-12-13,医疗耗材,851533.SI
300326.SZ,ST凯利,2021-12-13,医疗耗材,851533.SI
300453.SZ,三鑫医疗,2021-12-13,医疗耗材,851533.SI
300529.SZ,健帆生物,2021-12-13,医疗耗材,851533.SI
300595.SZ,欧普康视,2021-12-13,医疗耗材,851533.SI
300653.SZ,正海生物,2021-12-13,医疗耗材,851533.SI
300677.SZ,英科医疗,2021-12-13,医疗耗材,851533.SI
300981.SZ,中红医疗,2021-12-13,医疗耗材,851533.SI
301033.SZ,迈普医学,2021-12-13,医疗耗材,851533.SI
301093.SZ,华兰股份,2021-12-13,医疗耗材,851533.SI
600529.SH,山东药玻,2021-12-13,医疗耗材,851533.SI
603222.SH,济民健康,2021-12-13,医疗耗材,851533.SI
603301.SH,振德医疗,2021-12-13,医疗耗材,851533.SI
603309.SH,维力医疗,2021-12-13,医疗耗材,851533.SI
603880.SH,南卫股份,2021-12-13,医疗耗材,851533.SI
603976.SH,正川股份,2021-12-13,医疗耗材,851533.SI
603987.SH,康德莱,2021-12-13,医疗耗材,851533.SI
605369.SH,拱东医疗,2021-12-13,医疗耗材,851533.SI
688013.SH,天臣医疗,2021-12-13,医疗耗材,851533.SI
688016.SH,心脉医疗,2021-12-13,医疗耗材,851533.SI
688029.SH,南微医学,2021-12-13,医疗耗材,851533.SI
688050.SH,爱博医疗,2021-12-13,医疗耗材,851533.SI
688085.SH,三友医疗,2021-12-13,医疗耗材,851533.SI
688108.SH,赛诺医疗,2021-12-13,医疗耗材,851533.SI
688161.SH,威高骨科,2021-12-13,医疗耗材,851533.SI
688198.SH,佰仁医疗,2021-12-13,医疗耗材,851533.SI
688314.SH,康拓医疗,2021-12-13,医疗耗材,851533.SI
688366.SH,昊海生科,2021-12-13,医疗耗材,851533.SI
688613.SH,奥精医疗,2021-12-13,医疗耗材,851533.SI
688617.SH,惠泰医疗,2021-12-13,医疗耗材,851533.SI
688236.SH,春立医疗,2021-12-30,医疗耗材,851533.SI
301122.SZ,采纳股份,2022-01-26,医疗耗材,851533.SI
301097.SZ,天益医疗,2022-04-07,医疗耗材,851533.SI
301234.SZ,五洲医疗,2022-07-05,医疗耗材,851533.SI
688026.SH,洁特生物,2022-08-01,医疗耗材,851533.SI
688151.SH,华强科技,2022-08-01,医疗耗材,851533.SI
688351.SH,微电生理,2022-08-31,医疗耗材,851533.SI
688581.SH,安杰思,2023-05-19,医疗耗材,851533.SI
301370.SZ,国科恒泰,2023-07-12,医疗耗材,851533.SI
301580.SZ,爱迪特,2024-06-26,医疗耗材,851533.SI
688576.SH,西山科技,2024-07-31,医疗耗材,851533.SI
603205.SH,健尔康,2024-11-07,医疗耗材,851533.SI
301188.SZ,力诺药包,2024-11-19,医疗耗材,851533.SI
603014.SH,威高血净,2025-05-19,医疗耗材,851533.SI
603718.SH,*ST海利,2026-02-03,医疗耗材,851533.SI
688712.SH,北芯生命,2026-02-05,医疗耗材,851533.SI
002382.SZ,蓝帆医疗,2021-12-13,医疗耗材,851533.SI
