股票代码,股票简称,纳入时间,申万3级,l3_index_code
000425.SZ,徐工机械,2021-12-13,工程机械整机,850771.SI
000528.SZ,柳工,2021-12-13,工程机械整机,850771.SI
000680.SZ,山推股份,2021-12-13,工程机械整机,850771.SI
002097.SZ,山河智能,2021-12-13,工程机械整机,850771.SI
300201.SZ,海伦哲,2021-12-13,工程机械整机,850771.SI
600031.SH,三一重工,2021-12-13,工程机械整机,850771.SI
600761.SH,安徽合力,2021-12-13,工程机械整机,850771.SI
600815.SH,厦工股份,2021-12-13,工程机械整机,850771.SI
600984.SH,建设机械,2021-12-13,工程机械整机,850771.SI
603298.SH,杭叉集团,2021-12-13,工程机械整机,850771.SI
603338.SH,浙江鼎力,2021-12-13,工程机械整机,850771.SI
605305.SH,中际联合,2021-12-13,工程机械整机,850771.SI
688425.SH,铁建重工,2021-12-13,工程机械整机,850771.SI
603280.SH,南方路机,2022-11-09,工程机械整机,850771.SI
603273.SH,天元智能,2023-10-23,工程机械整机,850771.SI
002685.SZ,华东重机,2024-07-31,工程机械整机,850771.SI
603611.SH,诺力股份,2024-07-31,工程机械整机,850771.SI
603194.SH,中力股份,2024-12-24,工程机械整机,850771.SI
000157.SZ,中联重科,2021-12-13,工程机械整机,850771.SI
