股票代码,股票简称,纳入时间,申万3级,l3_index_code
002081.SZ,金螳螂,2021-12-13,装修装饰Ⅲ,857221.SI
002375.SZ,亚厦股份,2021-12-13,装修装饰Ⅲ,857221.SI
002482.SZ,广田集团,2021-12-13,装修装饰Ⅲ,857221.SI
002620.SZ,*ST瑞和,2021-12-13,装修装饰Ⅲ,857221.SI
002713.SZ,东易日盛,2021-12-13,装修装饰Ⅲ,857221.SI
002789.SZ,*ST建艺,2021-12-13,装修装饰Ⅲ,857221.SI
002811.SZ,郑中设计,2021-12-13,装修装饰Ⅲ,857221.SI
002822.SZ,ST中装,2021-12-13,装修装饰Ⅲ,857221.SI
002830.SZ,名雕股份,2021-12-13,装修装饰Ⅲ,857221.SI
002856.SZ,*ST美芝,2021-12-13,装修装饰Ⅲ,857221.SI
002963.SZ,豪尔赛,2021-12-13,装修装饰Ⅲ,857221.SI
002989.SZ,中天精装,2021-12-13,装修装饰Ⅲ,857221.SI
300506.SZ,名家汇,2021-12-13,装修装饰Ⅲ,857221.SI
300621.SZ,维业股份,2021-12-13,装修装饰Ⅲ,857221.SI
601886.SH,江河集团,2021-12-13,装修装饰Ⅲ,857221.SI
603030.SH,全筑股份,2021-12-13,装修装饰Ⅲ,857221.SI
603828.SH,*ST利达,2021-12-13,装修装饰Ⅲ,857221.SI
605287.SH,德才股份,2021-12-13,装修装饰Ⅲ,857221.SI
002163.SZ,海南发展,2022-08-01,装修装饰Ⅲ,857221.SI
603137.SH,恒尚节能,2023-04-19,装修装饰Ⅲ,857221.SI
600234.SH,科新发展,2023-07-06,装修装饰Ⅲ,857221.SI
002047.SZ,宝鹰股份,2021-12-13,装修装饰Ⅲ,857221.SI
