股票代码,股票简称,纳入时间,申万3级,l3_index_code
002256.SZ,兆新股份,2021-12-13,光伏发电,851616.SI
002617.SZ,露笑科技,2021-12-13,光伏发电,851616.SI
300125.SZ,聆达股份,2021-12-13,光伏发电,851616.SI
300317.SZ,珈伟新能,2021-12-13,光伏发电,851616.SI
600032.SH,浙江新能,2021-12-13,光伏发电,851616.SI
601778.SH,晶科科技,2021-12-13,光伏发电,851616.SI
601908.SH,京运通,2021-12-13,光伏发电,851616.SI
603105.SH,芯能科技,2021-12-13,光伏发电,851616.SI
600821.SH,金开新能,2022-08-01,光伏发电,851616.SI
002480.SZ,新筑股份,2023-07-06,光伏发电,851616.SI
002218.SZ,拓日新能,2024-07-31,光伏发电,851616.SI
002310.SZ,东方新能,2026-07-02,光伏发电,851616.SI
000591.SZ,太阳能,2021-12-13,光伏发电,851616.SI
