股票代码,股票简称,纳入时间,申万3级,l3_index_code
002345.SZ,潮宏基,2021-12-13,钟表珠宝,851331.SI
002574.SZ,明牌珠宝,2021-12-13,钟表珠宝,851331.SI
002721.SZ,金一文化,2021-12-13,钟表珠宝,851331.SI
002731.SZ,*ST萃华,2021-12-13,钟表珠宝,851331.SI
002867.SZ,周大生,2021-12-13,钟表珠宝,851331.SI
300945.SZ,曼卡龙,2021-12-13,钟表珠宝,851331.SI
600612.SH,老凤祥,2021-12-13,钟表珠宝,851331.SI
600916.SH,中国黄金,2021-12-13,钟表珠宝,851331.SI
603900.SH,莱绅通灵,2021-12-13,钟表珠宝,851331.SI
605599.SH,菜百股份,2021-12-13,钟表珠宝,851331.SI
301177.SZ,迪阿股份,2021-12-15,钟表珠宝,851331.SI
000017.SZ,深中华A,2022-08-01,钟表珠宝,851331.SI
000026.SZ,飞亚达,2021-12-13,钟表珠宝,851331.SI
