股票代码,股票简称,纳入时间,申万3级,l3_index_code
600362.SH,江西铜业,2002-01-11,铜,850552.SI
600490.SH,鹏欣资源,2011-10-10,铜,850552.SI
601609.SH,金田股份,2020-04-08,铜,850552.SI
603993.SH,洛阳钼业,2024-11-15,铜,850552.SI
601168.SH,西部矿业,2021-07-30,铜,850552.SI
000630.SZ,铜陵有色,1996-11-20,铜,850552.SI
603527.SH,众源新材,2017-08-28,铜,850552.SI
601212.SH,白银有色,2023-07-04,铜,850552.SI
300697.SZ,电工合金,2017-08-28,铜,850552.SI
002171.SZ,楚江新材,2007-09-20,铜,850552.SI
002203.SZ,海亮股份,2008-01-16,铜,850552.SI
601899.SH,紫金矿业,2021-07-30,铜,850552.SI
000878.SZ,云南铜业,1998-06-02,铜,850552.SI
603979.SH,金诚信,2023-10-13,铜,850552.SI
002295.SZ,精艺股份,2009-09-08,铜,850552.SI
000737.SZ,北方铜业,2022-07-29,铜,850552.SI
600711.SH,盛屯矿业,2026-07-01,铜,850552.SI
