股票代码,股票简称,纳入时间,申万3级,l3_index_code
002011.SZ,盾安环境,2021-12-13,家电零部件Ⅲ,851161.SI
002050.SZ,三花智控,2021-12-13,家电零部件Ⅲ,851161.SI
002290.SZ,禾盛新材,2021-12-13,家电零部件Ⅲ,851161.SI
002418.SZ,康盛股份,2021-12-13,家电零部件Ⅲ,851161.SI
002676.SZ,顺威股份,2021-12-13,家电零部件Ⅲ,851161.SI
002860.SZ,星帅尔,2021-12-13,家电零部件Ⅲ,851161.SI
300160.SZ,秀强股份,2021-12-13,家电零部件Ⅲ,851161.SI
300217.SZ,东方电热,2021-12-13,家电零部件Ⅲ,851161.SI
300342.SZ,天银机电,2021-12-13,家电零部件Ⅲ,851161.SI
300403.SZ,汉宇集团,2021-12-13,家电零部件Ⅲ,851161.SI
301008.SZ,宏昌科技,2021-12-13,家电零部件Ⅲ,851161.SI
600619.SH,海立股份,2021-12-13,家电零部件Ⅲ,851161.SI
601956.SH,东贝集团,2021-12-13,家电零部件Ⅲ,851161.SI
603112.SH,华翔股份,2021-12-13,家电零部件Ⅲ,851161.SI
603311.SH,金海高科,2021-12-13,家电零部件Ⅲ,851161.SI
603519.SH,立霸股份,2021-12-13,家电零部件Ⅲ,851161.SI
603578.SH,三星新材,2021-12-13,家电零部件Ⅲ,851161.SI
603657.SH,春光科技,2021-12-13,家电零部件Ⅲ,851161.SI
603677.SH,奇精机械,2021-12-13,家电零部件Ⅲ,851161.SI
603726.SH,朗迪集团,2021-12-13,家电零部件Ⅲ,851161.SI
001268.SZ,联合精密,2022-06-30,家电零部件Ⅲ,851161.SI
301252.SZ,同星科技,2023-05-25,家电零部件Ⅲ,851161.SI
603075.SH,热威股份,2023-09-11,家电零部件Ⅲ,851161.SI
003028.SZ,振邦智能,2024-07-31,家电零部件Ⅲ,851161.SI
300279.SZ,和晶科技,2024-07-31,家电零部件Ⅲ,851161.SI
300543.SZ,朗科智能,2024-07-31,家电零部件Ⅲ,851161.SI
301135.SZ,瑞德智能,2024-07-31,家电零部件Ⅲ,851161.SI
301280.SZ,珠城科技,2024-07-31,家电零部件Ⅲ,851161.SI
000404.SZ,长虹华意,2021-12-13,家电零部件Ⅲ,851161.SI
