股票代码,股票简称,纳入时间,申万3级,l3_index_code
002130.SZ,沃尔核材,2021-12-13,其他电子Ⅲ,850841.SI
002161.SZ,远望谷,2021-12-13,其他电子Ⅲ,850841.SI
002388.SZ,新亚制程,2021-12-13,其他电子Ⅲ,850841.SI
002729.SZ,好利科技,2021-12-13,其他电子Ⅲ,850841.SI
002859.SZ,洁美科技,2021-12-13,其他电子Ⅲ,850841.SI
002922.SZ,伊戈尔,2021-12-13,其他电子Ⅲ,850841.SI
300184.SZ,力源信息,2021-12-13,其他电子Ⅲ,850841.SI
300493.SZ,润欣科技,2021-12-13,其他电子Ⅲ,850841.SI
300516.SZ,久之洋,2021-12-13,其他电子Ⅲ,850841.SI
300656.SZ,民德电子,2021-12-13,其他电子Ⅲ,850841.SI
300736.SZ,百邦科技,2021-12-13,其他电子Ⅲ,850841.SI
300991.SZ,创益通,2021-12-13,其他电子Ⅲ,850841.SI
301031.SZ,中熔电气,2021-12-13,其他电子Ⅲ,850841.SI
600353.SH,旭光电子,2021-12-13,其他电子Ⅲ,850841.SI
603933.SH,睿能科技,2021-12-13,其他电子Ⅲ,850841.SI
688093.SH,世华科技,2021-12-13,其他电子Ⅲ,850841.SI
688103.SH,国力电子,2021-12-13,其他电子Ⅲ,850841.SI
688662.SH,富信科技,2021-12-13,其他电子Ⅲ,850841.SI
688800.SH,瑞可达,2021-12-13,其他电子Ⅲ,850841.SI
300475.SZ,香农芯创,2022-05-24,其他电子Ⅲ,850841.SI
000670.SZ,盈方微,2022-08-01,其他电子Ⅲ,850841.SI
002782.SZ,可立克,2022-08-01,其他电子Ⅲ,850841.SI
002885.SZ,京泉华,2022-08-01,其他电子Ⅲ,850841.SI
300131.SZ,英唐智控,2022-08-01,其他电子Ⅲ,850841.SI
300650.SZ,太龙股份,2022-08-01,其他电子Ⅲ,850841.SI
301099.SZ,雅创电子,2022-08-01,其他电子Ⅲ,850841.SI
301328.SZ,维峰电子,2022-09-08,其他电子Ⅲ,850841.SI
001298.SZ,好上好,2022-10-31,其他电子Ⅲ,850841.SI
301359.SZ,东南电子,2022-11-09,其他电子Ⅲ,850841.SI
001287.SZ,中电港,2023-04-10,其他电子Ⅲ,850841.SI
301275.SZ,汉朔科技,2025-03-11,其他电子Ⅲ,850841.SI
301563.SZ,云汉芯城,2025-09-30,其他电子Ⅲ,850841.SI
000062.SZ,深圳华强,2021-12-13,其他电子Ⅲ,850841.SI
