股票代码,股票简称,纳入时间,申万3级,l3_index_code
003043.SZ,华亚智能,2021-12-13,半导体设备,850818.SI
300604.SZ,长川科技,2021-12-13,半导体设备,850818.SI
603690.SH,至纯科技,2021-12-13,半导体设备,850818.SI
688012.SH,中微公司,2021-12-13,半导体设备,850818.SI
688037.SH,芯源微,2021-12-13,半导体设备,850818.SI
688082.SH,盛美上海,2021-12-13,半导体设备,850818.SI
688200.SH,华峰测控,2021-12-13,半导体设备,850818.SI
688072.SH,拓荆科技,2022-04-20,半导体设备,850818.SI
688120.SH,华海清科,2022-06-08,半导体设备,850818.SI
301369.SZ,联动科技,2022-09-22,半导体设备,850818.SI
688409.SH,富创精密,2022-10-10,半导体设备,850818.SI
688419.SH,耐科装备,2022-11-07,半导体设备,850818.SI
301297.SZ,富乐德,2022-12-30,半导体设备,850818.SI
603061.SH,金海通,2023-03-03,半导体设备,850818.SI
688478.SH,晶升股份,2023-04-24,半导体设备,850818.SI
688361.SH,中科飞测,2023-05-19,半导体设备,850818.SI
688652.SH,京仪装备,2023-11-29,半导体设备,850818.SI
688605.SH,先锋精科,2024-12-12,半导体设备,850818.SI
301629.SZ,矽电股份,2025-03-24,半导体设备,850818.SI
688729.SH,屹唐股份,2025-07-08,半导体设备,850818.SI
603991.SH,领先股份,2025-08-13,半导体设备,850818.SI
688809.SH,强一股份,2025-12-30,半导体设备,850818.SI
688785.SH,恒运昌,2026-01-28,半导体设备,850818.SI
301583.SZ,托伦斯,2026-07-10,半导体设备,850818.SI
301717.SZ,超纯应材,2026-08-11,半导体设备,850818.SI
002371.SZ,北方华创,2021-12-13,半导体设备,850818.SI
