股票代码,股票简称,纳入时间,申万3级,l3_index_code
001255.SZ,博菲电气,2022-08-26,合成树脂,850354.SI
002361.SZ,神剑股份,2021-07-30,合成树脂,850354.SI
300487.SZ,蓝晓科技,2021-07-30,合成树脂,850354.SI
688716.SH,中研股份,2023-09-08,合成树脂,850354.SI
688585.SH,上纬新材,2021-07-30,合成树脂,850354.SI
301092.SZ,争光股份,2021-10-15,合成树脂,850354.SI
603879.SH,永悦科技,2021-07-30,合成树脂,850354.SI
301555.SZ,惠柏新材,2023-10-13,合成树脂,850354.SI
301395.SZ,仁信新材,2023-06-09,合成树脂,850354.SI
603928.SH,兴业股份,2021-07-30,合成树脂,850354.SI
605589.SH,圣泉集团,2021-08-10,合成树脂,850354.SI
601026.SH,道生天合,2025-09-26,合成树脂,850354.SI
002395.SZ,双象股份,2021-07-30,合成树脂,850354.SI
001333.SZ,光华股份,2022-10-28,合成树脂,850354.SI
