股票代码,股票简称,纳入时间,申万3级,l3_index_code
000665.SZ,湖北广电,2021-12-13,电视广播Ⅲ,859951.SI
000917.SZ,电广传媒,2021-12-13,电视广播Ⅲ,859951.SI
002238.SZ,天威视讯,2021-12-13,电视广播Ⅲ,859951.SI
300770.SZ,新媒股份,2021-12-13,电视广播Ⅲ,859951.SI
600037.SH,歌华有线,2021-12-13,电视广播Ⅲ,859951.SI
600637.SH,东方明珠,2021-12-13,电视广播Ⅲ,859951.SI
600831.SH,广电网络,2021-12-13,电视广播Ⅲ,859951.SI
600936.SH,北投科技,2021-12-13,电视广播Ⅲ,859951.SI
600959.SH,江苏有线,2021-12-13,电视广播Ⅲ,859951.SI
600996.SH,贵广网络,2021-12-13,电视广播Ⅲ,859951.SI
601929.SH,吉视传媒,2021-12-13,电视广播Ⅲ,859951.SI
301262.SZ,海看股份,2023-06-20,电视广播Ⅲ,859951.SI
301551.SZ,无线传媒,2024-09-26,电视广播Ⅲ,859951.SI
000156.SZ,华数传媒,2021-12-13,电视广播Ⅲ,859951.SI
