股票代码,股票简称,纳入时间,申万3级,l3_index_code
002360.SZ,ST同德,2010-01-04,民爆制品,850337.SI
002683.SZ,广东宏大,2012-01-30,民爆制品,850337.SI
002226.SZ,江南化工,2008-04-14,民爆制品,850337.SI
002827.SZ,高争民爆,2016-12-01,民爆制品,850337.SI
002037.SZ,保利联合,2004-09-07,民爆制品,850337.SI
002497.SZ,雅化集团,2024-07-30,民爆制品,850337.SI
603977.SH,国泰集团,2018-07-13,民爆制品,850337.SI
002096.SZ,易普力,2006-12-20,民爆制品,850337.SI
603227.SH,雪峰科技,2015-01-06,民爆制品,850337.SI
002783.SZ,凯龙股份,2015-12-09,民爆制品,850337.SI
003002.SZ,壶化股份,2020-09-04,民爆制品,850337.SI
002917.SZ,金奥博,2017-12-08,民爆制品,850337.SI
002246.SZ,北化股份,2017-06-29,民爆制品,850337.SI
