股票代码,股票简称,纳入时间,申万3级,l3_index_code
300030.SZ,阳普医疗,2021-12-13,医疗设备,851532.SI
300049.SZ,福瑞医科,2021-12-13,医疗设备,851532.SI
300171.SZ,东富龙,2021-12-13,医疗设备,851532.SI
300206.SZ,理邦仪器,2021-12-13,医疗设备,851532.SI
300246.SZ,宝莱特,2021-12-13,医疗设备,851532.SI
300298.SZ,三诺生物,2021-12-13,医疗设备,851532.SI
300314.SZ,戴维医疗,2021-12-13,医疗设备,851532.SI
300358.SZ,楚天科技,2021-12-13,医疗设备,851532.SI
300562.SZ,乐心股份,2021-12-13,医疗设备,851532.SI
300633.SZ,开立医疗,2021-12-13,医疗设备,851532.SI
300753.SZ,爱朋医疗,2021-12-13,医疗设备,851532.SI
300760.SZ,迈瑞医疗,2021-12-13,医疗设备,851532.SI
300869.SZ,康泰医学,2021-12-13,医疗设备,851532.SI
600055.SH,万东医疗,2021-12-13,医疗设备,851532.SI
600587.SH,新华医疗,2021-12-13,医疗设备,851532.SI
688139.SH,海尔生物,2021-12-13,医疗设备,851532.SI
688212.SH,澳华内镜,2021-12-13,医疗设备,851532.SI
688277.SH,天智航-U,2021-12-13,医疗设备,851532.SI
688301.SH,奕瑞科技,2021-12-13,医疗设备,851532.SI
688358.SH,祥生医疗,2021-12-13,医疗设备,851532.SI
688580.SH,伟思医疗,2021-12-13,医疗设备,851532.SI
688607.SH,康众科技,2021-12-13,医疗设备,851532.SI
688626.SH,翔宇医疗,2021-12-13,医疗设备,851532.SI
688677.SH,海泰新光,2021-12-13,医疗设备,851532.SI
301235.SZ,华康洁净,2022-01-28,医疗设备,851532.SI
688273.SH,麦澜德,2022-08-11,医疗设备,851532.SI
688271.SH,联影医疗,2022-08-22,医疗设备,851532.SI
688114.SH,华大智造,2022-09-09,医疗设备,851532.SI
301363.SZ,美好医疗,2022-10-12,医疗设备,851532.SI
301367.SZ,瑞迈特,2022-11-01,医疗设备,851532.SI
301290.SZ,东星医疗,2022-11-30,医疗设备,851532.SI
688410.SH,山外山,2022-12-26,医疗设备,851532.SI
300341.SZ,麦克奥迪,2023-07-06,医疗设备,851532.SI
301515.SZ,港通医疗,2023-07-25,医疗设备,851532.SI
301602.SZ,超研股份,2025-01-22,医疗设备,851532.SI
688755.SH,汉邦科技,2025-05-16,医疗设备,851532.SI
688805.SH,健信超导,2025-12-24,医疗设备,851532.SI
300430.SZ,*ST益通,2026-07-02,医疗设备,851532.SI
301087.SZ,可孚医疗,2026-08-25,医疗设备,851532.SI
002223.SZ,鱼跃医疗,2021-12-13,医疗设备,851532.SI
