股票代码,股票简称,纳入时间,申万3级,l3_index_code
688639.SH,华恒生物,2021-07-30,食品及饲料添加剂,850135.SI
002166.SZ,莱茵生物,2022-07-29,食品及饲料添加剂,850135.SI
600873.SH,梅花生物,2022-07-29,食品及饲料添加剂,850135.SI
600299.SH,安迪苏,2021-07-30,食品及饲料添加剂,850135.SI
603079.SH,圣达生物,2024-07-30,食品及饲料添加剂,850135.SI
002597.SZ,金禾实业,2021-07-30,食品及饲料添加剂,850135.SI
300741.SZ,华宝股份,2021-07-30,食品及饲料添加剂,850135.SI
301206.SZ,三元生物,2022-01-14,食品及饲料添加剂,850135.SI
603020.SH,爱普股份,2021-07-30,食品及饲料添加剂,850135.SI
301220.SZ,亚香股份,2022-06-02,食品及饲料添加剂,850135.SI
688089.SH,ST嘉必优,2021-07-30,食品及饲料添加剂,850135.SI
605016.SH,百龙创园,2021-07-30,食品及饲料添加剂,850135.SI
002562.SZ,兄弟科技,2021-07-30,食品及饲料添加剂,850135.SI
300886.SZ,华业香料,2026-07-01,食品及饲料添加剂,850135.SI
605077.SH,华康股份,2021-07-30,食品及饲料添加剂,850135.SI
600866.SH,星湖科技,2021-07-30,食品及饲料添加剂,850135.SI
603739.SH,蔚蓝生物,2022-07-29,食品及饲料添加剂,850135.SI
300858.SZ,科拓生物,2021-07-30,食品及饲料添加剂,850135.SI
603235.SH,天新药业,2022-06-24,食品及饲料添加剂,850135.SI
300829.SZ,金丹科技,2021-07-30,食品及饲料添加剂,850135.SI
301156.SZ,美农生物,2022-06-10,食品及饲料添加剂,850135.SI
603968.SH,醋化股份,2021-07-30,食品及饲料添加剂,850135.SI
002001.SZ,新和成,2024-08-07,食品及饲料添加剂,850135.SI
