股票代码,股票简称,纳入时间,申万3级,l3_index_code
002570.SZ,贝因美,2021-12-13,乳品,851243.SI
002732.SZ,燕塘乳业,2021-12-13,乳品,851243.SI
002910.SZ,庄园牧场,2021-12-13,乳品,851243.SI
002946.SZ,新乳业,2021-12-13,乳品,851243.SI
300106.SZ,西部牧业,2021-12-13,乳品,851243.SI
300898.SZ,熊猫乳品,2021-12-13,乳品,851243.SI
300915.SZ,海融科技,2021-12-13,乳品,851243.SI
600419.SH,天润乳业,2021-12-13,乳品,851243.SI
600429.SH,三元股份,2021-12-13,乳品,851243.SI
600597.SH,光明乳业,2021-12-13,乳品,851243.SI
600882.SH,妙可蓝多,2021-12-13,乳品,851243.SI
600887.SH,伊利股份,2021-12-13,乳品,851243.SI
605179.SH,一鸣食品,2021-12-13,乳品,851243.SI
605300.SH,佳禾食品,2021-12-13,乳品,851243.SI
605388.SH,均瑶健康,2021-12-13,乳品,851243.SI
001318.SZ,阳光乳业,2022-05-20,乳品,851243.SI
300892.SZ,品渥食品,2022-08-01,乳品,851243.SI
002329.SZ,皇氏集团,2021-12-13,乳品,851243.SI
