股票代码,股票简称,纳入时间,申万3级,l3_index_code
002440.SZ,闰土股份,2021-12-13,纺织化学制品,850338.SI
300067.SZ,安诺其,2021-12-13,纺织化学制品,850338.SI
300107.SZ,建新股份,2021-12-13,纺织化学制品,850338.SI
300798.SZ,锦鸡股份,2021-12-13,纺织化学制品,850338.SI
600352.SH,浙江龙盛,2021-12-13,纺织化学制品,850338.SI
603188.SH,亚邦股份,2021-12-13,纺织化学制品,850338.SI
603790.SH,雅运股份,2021-12-13,纺织化学制品,850338.SI
603980.SH,吉华集团,2021-12-13,纺织化学制品,850338.SI
605566.SH,福莱蒽特,2021-12-13,纺织化学制品,850338.SI
603172.SH,万丰股份,2023-05-10,纺织化学制品,850338.SI
301618.SZ,长联科技,2024-09-30,纺织化学制品,850338.SI
301585.SZ,蓝宇股份,2024-12-20,纺织化学制品,850338.SI
002054.SZ,德美化工,2021-12-13,纺织化学制品,850338.SI
